,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,In_nascent_v0,keyword,IsGRO-seq (TRUE or FALSE),keyword
SRR2820467,2/15/16 17:17,10/26/15 21:46,1024081,260563960,1024081,254,158,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820467,SRX1384887,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135016,SAMN04216178,simple,10090,Mus musculus,GSM1917844,,,,,,,no,,,,,GEO,SRA307256,,public,1168BE7677F3441BFEEC8AADF702E5BC,2BBE22788EA07FE32E14F8BF58FE9DD1,FALSE,,,
SRR2820469,2/15/16 17:17,10/26/15 21:46,1042632,263862942,1042632,253,160,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820469,SRX1384888,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135015,SAMN04216179,simple,10090,Mus musculus,GSM1917845,,,,,,,no,,,,,GEO,SRA307256,,public,C5842243732DA0067C2FD715BDC559D8,3DF08FF2E0C02071CF2EEF8D92A85676,FALSE,,,
SRR2820470,2/15/16 17:17,10/26/15 21:46,929228,241258116,929228,259,147,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820470,SRX1384889,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135014,SAMN04216180,simple,10090,Mus musculus,GSM1917846,,,,,,,no,,,,,GEO,SRA307256,,public,7625078C4D8B46BEB909C94A3D814606,E9BE0525289A339B0C704D35C16F3D39,FALSE,,,
SRR2820471,2/15/16 17:17,10/26/15 21:46,1024144,295146449,1024144,288,165,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820471,SRX1384890,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135013,SAMN04216181,simple,10090,Mus musculus,GSM1917847,,,,,,,no,,,,,GEO,SRA307256,,public,7D1499434C12BEB8B8BBF660055E89A3,1810C041A42253D4310C39B314691D35,FALSE,,,
SRR2820472,2/15/16 17:17,10/26/15 21:46,1080779,299098931,1080779,276,168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820472,SRX1384891,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135012,SAMN04216182,simple,10090,Mus musculus,GSM1917848,,,,,,,no,,,,,GEO,SRA307256,,public,1D2C14F3D02206F315491533F81356ED,9B43FFCCBBC6B3E6CDF711B1BDB30A94,FALSE,,,
SRR2820474,2/15/16 17:17,11/3/15 12:50,1016808,325357710,1016808,319,186,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820474,SRX1384893,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135010,SAMN04216184,simple,10090,Mus musculus,GSM1917850,,,,,,,no,,,,,GEO,SRA307256,,public,A0173FB70A54D944260959548C455975,C97996D2F17C9B5B3244F37B87B45F73,FALSE,,,
SRR2820476,2/15/16 17:17,11/3/15 12:50,1039614,340180262,1039614,327,194,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820476,SRX1384895,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135008,SAMN04216186,simple,10090,Mus musculus,GSM1917852,,,,,,,no,,,,,GEO,SRA307256,,public,141DD668B0A34A2B5314BC8688E131D7,196B24E25207AB872544E12B9B1BF1B8,FALSE,,,
SRR2820477,2/15/16 17:17,10/26/15 21:47,1110954,351404410,1110954,316,202,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820477,SRX1384896,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135007,SAMN04216187,simple,10090,Mus musculus,GSM1917853,,,,,,,no,,,,,GEO,SRA307256,,public,0DA20B0A3C7289C8AD41C186695283E8,80E45954DC85EFEE95E487A66803B47F,FALSE,,,
SRR2820478,2/15/16 17:17,11/3/15 12:50,1185854,393517496,1185854,331,227,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820478,SRX1384897,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135006,SAMN04216188,simple,10090,Mus musculus,GSM1917854,,,,,,,no,,,,,GEO,SRA307256,,public,2D7C2350DA0DCB709B68961CB311D11D,CEE8E76D284675415042893E0228F7D5,FALSE,,,
SRR2820479,2/15/16 17:17,11/3/15 12:50,962833,338505702,962833,351,196,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820479,SRX1384898,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135005,SAMN04216189,simple,10090,Mus musculus,GSM1917855,,,,,,,no,,,,,GEO,SRA307256,,public,F1A80839F7A629B235210FDE5E593FCC,25D8FA61038F4C78AF1E6CA4F236BA71,FALSE,,,
SRR2820480,2/15/16 17:17,10/26/15 21:47,1220100,392722823,1220100,321,225,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820480,SRX1384899,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP065285,PRJNA299835,2,299835,SRS1135004,SAMN04216190,simple,10090,Mus musculus,GSM1917856,,,,,,,no,,,,,GEO,SRA307256,,public,BD800F49D2134043C4E9239773EF59A2,65971C7397D5C0C41549A74468C652CC,FALSE,,,
SRR2820481,2/15/16 17:17,10/26/15 21:45,35044927,1787291277,0,51,1106,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820481,SRX1384900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135003,SAMN04216191,simple,10090,Mus musculus,GSM1917857,,,,,,,no,,,,,GEO,SRA307256,,public,774C59FECB28B1F09FC6AE8A572B99C6,68D903071CC0FC44A65A143685BD2EBA,TRUE,Wei2016,,
SRR2820482,2/15/16 17:17,10/26/15 21:46,35893147,1830550497,0,51,1135,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820482,SRX1384900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135003,SAMN04216191,simple,10090,Mus musculus,GSM1917857,,,,,,,no,,,,,GEO,SRA307256,,public,1BC4A0B9C3D6BD733DC314C0F6AE5CA2,78A2AE774FF619C6092E6A787119B09F,TRUE,Wei2016,,
SRR2820483,2/15/16 17:17,10/26/15 21:46,40598987,2070548337,0,51,1282,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820483,SRX1384901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135002,SAMN04216192,simple,10090,Mus musculus,GSM1917858,,,,,,,no,,,,,GEO,SRA307256,,public,024FB330A963B7489D3668264D67AEA0,FEFBE0C04821BAB0EEE7AC587C0B1CD5,TRUE,Wei2016,,
SRR2820484,2/15/16 17:17,10/26/15 21:46,41647638,2124029538,0,51,1317,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820484,SRX1384901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135002,SAMN04216192,simple,10090,Mus musculus,GSM1917858,,,,,,,no,,,,,GEO,SRA307256,,public,80FBD6061F7AF07A95BFEA3B2D37B437,07BCDC6A710FA47FFFB76CC9A055D5E6,TRUE,Wei2016,,
SRR2820485,2/15/16 17:17,10/26/15 21:47,48062870,2451206370,0,51,1511,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820485,SRX1384902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135001,SAMN04216193,simple,10090,Mus musculus,GSM1917859,,,,,,,no,,,,,GEO,SRA307256,,public,652B17F3E3910BD72B43B8A9C58512DF,8E48366F95649C7279CC1944345A341E,TRUE,Wei2016,,
SRR2820486,2/15/16 17:17,10/26/15 21:47,49346553,2516674203,0,51,1553,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820486,SRX1384902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135001,SAMN04216193,simple,10090,Mus musculus,GSM1917859,,,,,,,no,,,,,GEO,SRA307256,,public,51CAD57C6B7667FC629200A0C5034369,E28C748875DA9DB03F21F0F7A6CC6302,TRUE,Wei2016,,
SRR2820487,2/15/16 17:17,10/26/15 21:49,25537133,1302393783,0,51,798,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820487,SRX1384903,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135000,SAMN04216194,simple,10090,Mus musculus,GSM1917860,,,,,,,no,,,,,GEO,SRA307256,,public,E15AFD5421933D6EB7FC60E175D75EB2,92A2A8F2CB484C16ACBC83630DC079FE,TRUE,Wei2016,,
SRR2820488,2/15/16 17:17,10/26/15 21:49,26248730,1338685230,0,51,821,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820488,SRX1384903,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1135000,SAMN04216194,simple,10090,Mus musculus,GSM1917860,,,,,,,no,,,,,GEO,SRA307256,,public,D16AF2FB0110F67B294E8D8BCD2FC243,22B3FBBB5663523B6165A3EBB034E561,TRUE,Wei2016,,
SRR2820489,2/15/16 17:17,10/26/15 21:54,57966371,2956284921,0,51,1889,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820489,SRX1384904,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1134999,SAMN04216195,simple,10090,Mus musculus,GSM1917861,,,,,,,no,,,,,GEO,SRA307256,,public,BFB3106C31AF2D6C3847115D129262E4,216BE03453D7936B9F3110F302D5FDC1,TRUE,Wei2016,,
SRR2820490,2/15/16 17:17,10/26/15 21:52,57777511,2946653061,0,51,1875,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820490,SRX1384904,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1134999,SAMN04216195,simple,10090,Mus musculus,GSM1917861,,,,,,,no,,,,,GEO,SRA307256,,public,229B66533CE4F2B13982422A573352FB,ED1E2BED6C18C4F56BA28CEA8E7D1296,TRUE,Wei2016,,
SRR2820491,2/15/16 17:17,10/26/15 21:50,32267642,1645649742,0,51,1057,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820491,SRX1384905,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1134998,SAMN04216196,simple,10090,Mus musculus,GSM1917862,,,,,,,no,,,,,GEO,SRA307256,,public,94235F6B8C85E67A3DF72B55884FD735,9EA4E71E565EFB6312F35272AD7C8FB2,TRUE,Wei2016,,
SRR2820492,2/15/16 17:17,10/26/15 21:49,32196192,1642005792,0,51,1050,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002754/SRR2820492,SRX1384905,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065285,PRJNA299835,2,299835,SRS1134998,SAMN04216196,simple,10090,Mus musculus,GSM1917862,,,,,,,no,,,,,GEO,SRA307256,,public,CFBDA93AC9D901013996A69BF946ECD6,95203E8AA30E6A8B383A4445DED74294,TRUE,Wei2016,,
SRR2960994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2960995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2960996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2960997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2960998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2960999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2961015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnuson2015,,
SRR2968388,5/2/16 9:30,12/1/15 15:22,23379211,1742175892,0,74,682,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002898/SRR2968388,SRX1457809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP057947,PRJNA282886,2,282886,SRS1185370,SAMN04305231,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959032,,,,,,,no,,,,,GEO,SRA265966,,public,DE36CB725E4CE1CE6CFFE91BFEFE5CE8,687982BD1F3FBF4D665C03A4356876FA,FALSE,,,
SRR2968389,5/2/16 9:30,12/1/15 15:25,28413014,2159389064,0,76,986,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968389,SRX1457810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185369,SAMN04305232,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959033,,,,,,,no,,,,,GEO,SRA265966,,public,D131DF0E100E960B24DFC57B9F56CA05,BEE89AF3B9FA915498D9A9B94F419CB9,FALSE,,,
SRR2968390,5/2/16 9:30,12/1/15 15:15,4107969,246478140,0,60,108,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968390,SRX1457811,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185368,SAMN04305233,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959034,,,,,,,no,,,,,GEO,SRA265966,,public,F1A736E56CD301CF29FA87B89991ED64,217D049BDC7391FD142563AFB4EB2710,FALSE,,,
SRR2968391,5/2/16 9:30,12/1/15 15:16,6040127,362407620,0,60,156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968391,SRX1457812,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185367,SAMN04305234,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959035,,,,,,,no,,,,,GEO,SRA265966,,public,ECFF11BB2AFACBD711DE0728FDAE7D50,A86955C284FA23C2CE046E1D7CE107AB,FALSE,,,
SRR2968392,5/2/16 9:30,12/1/15 15:16,7535507,452130420,0,60,199,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968392,SRX1457813,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185366,SAMN04305235,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959036,,,,,,,no,,,,,GEO,SRA265966,,public,308E3521A9DA334522D48738BBAD057B,0CBB3DD9D4AAAD81A4618FFA0EC48A08,FALSE,,,
SRR2968393,5/2/16 9:30,12/1/15 15:17,9326156,559569360,0,60,248,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968393,SRX1457814,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185365,SAMN04305236,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959037,,,,,,,no,,,,,GEO,SRA265966,,public,32CBD7FBBA3C1B6973650EAA6F88DE34,6873B465B971714B179F47B6CE1DB5D3,FALSE,,,
SRR2968394,5/2/16 9:30,12/1/15 15:17,5586123,335167380,0,60,150,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968394,SRX1457815,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185364,SAMN04305237,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959038,,,,,,,no,,,,,GEO,SRA265966,,public,47CE8FA76657493BD3F2F3ED08A015D9,5BDA966E756205A92203CAA21A6B977D,FALSE,,,
SRR2968395,5/2/16 9:30,12/1/15 15:15,4814443,288866580,0,60,128,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968395,SRX1457816,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185361,SAMN04305238,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959039,,,,,,,no,,,,,GEO,SRA265966,,public,4D46C55849E820939E66ABF382F82B72,A3C92E46F1A9A2EAF0941D616F692A6A,FALSE,,,
SRR2968396,5/2/16 9:30,12/1/15 15:16,7312909,438774540,0,60,188,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968396,SRX1457817,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185362,SAMN04305239,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959040,,,,,,,no,,,,,GEO,SRA265966,,public,B69A6E26C3F5930E3D3941A670CAF7E0,555BA3F0BE7FE7C92DFC7C02D99E2235,FALSE,,,
SRR2968397,5/2/16 9:30,12/1/15 15:15,4900143,294008580,0,60,126,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002898/SRR2968397,SRX1457818,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP057947,PRJNA282886,2,282886,SRS1185363,SAMN04305240,simple,1247190,Saccharomyces cerevisiae BY4741,GSM1959041,,,,,,,no,,,,,GEO,SRA265966,,public,6127C30DDD9D2ABC7E80BE8DE73321A8,BF685ADF7EAC67170E534580DEDA3264,FALSE,,,
SRR3031836,4/17/16 16:16,12/18/15 9:44,13548190,1009483044,0,74,427,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031836,SRX1490948,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212541,SAMN04350006,simple,4932,Saccharomyces cerevisiae,GSM1974983,,,,,,,no,,,,,GEO,SRA320689,,public,B113C32DEC1039F911F69525FF1DB28D,5354302D035BE1EA5B5936954F76934B,FALSE,,,
SRR3031837,4/17/16 16:16,12/18/15 9:43,11371071,849152373,0,74,350,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031837,SRX1490948,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212541,SAMN04350006,simple,4932,Saccharomyces cerevisiae,GSM1974983,,,,,,,no,,,,,GEO,SRA320689,,public,13446F484FAA5322154E24E6FF9F2DAE,4DA210272AD77E3ACA1CC6F33A63445C,FALSE,,,
SRR3031838,4/17/16 16:16,12/18/15 9:43,11936533,891152977,0,74,377,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031838,SRX1490949,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212540,SAMN04349997,simple,4932,Saccharomyces cerevisiae,GSM1974984,,,,,,,no,,,,,GEO,SRA320689,,public,156FFE5765C0D90C2DA40D8AF3449BFC,24345CAB5BD454D564041815BFCBC307,FALSE,,,
SRR3031839,4/17/16 16:16,12/18/15 9:44,13669808,1020681721,0,74,423,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031839,SRX1490949,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212540,SAMN04349997,simple,4932,Saccharomyces cerevisiae,GSM1974984,,,,,,,no,,,,,GEO,SRA320689,,public,D8548F26B26F5E8151B6DE5D890EE6D3,6EC96CE005ACE9F0DAAECCA730F48AAA,FALSE,,,
SRR3031840,4/17/16 16:16,12/18/15 9:42,18044258,920257158,0,51,613,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031840,SRX1490950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212539,SAMN04349998,simple,4896,Schizosaccharomyces pombe,GSM1974985,,,,,,,no,,,,,GEO,SRA320689,,public,96B93AC6BBD64B9244565EE737B4272B,E64C185239011EED9F3494065D1BD374,FALSE,,,
SRR3031841,4/17/16 16:16,12/18/15 9:42,12205752,622493352,0,51,415,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031841,SRX1490950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212539,SAMN04349998,simple,4896,Schizosaccharomyces pombe,GSM1974985,,,,,,,no,,,,,GEO,SRA320689,,public,7AE45D92E96A050BF1EB2CF7A06723A8,CCA5C967A8870F10FEB84BB59121F64F,FALSE,,,
SRR3031842,4/17/16 16:16,12/18/15 9:42,13340816,680381616,0,51,457,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031842,SRX1490951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212538,SAMN04349999,simple,4896,Schizosaccharomyces pombe,GSM1974986,,,,,,,no,,,,,GEO,SRA320689,,public,6F7624DB6F76DAF000488875AFB9C3C6,1CCE07F594FDD6341377756209755A17,FALSE,,,
SRR3031843,4/17/16 16:16,12/18/15 9:44,30425538,1551702438,0,51,1037,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031843,SRX1490951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212538,SAMN04349999,simple,4896,Schizosaccharomyces pombe,GSM1974986,,,,,,,no,,,,,GEO,SRA320689,,public,DD7E466FE28CB50D1D9738F3A4CBF11D,3E1E500E29DBA1FFD6E61718E63DE0A3,FALSE,,,
SRR3031844,4/17/16 16:16,12/18/15 9:42,15881118,809937018,0,51,559,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031844,SRX1490952,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212537,SAMN04350000,simple,4932,Saccharomyces cerevisiae,GSM1974987,,,,,,,no,,,,,GEO,SRA320689,,public,B6DF0C119D3A4B88ACBFA8AC6841DE1F,1E0B43F2D0425D8DF71E934981B3803F,FALSE,,,
SRR3031845,4/17/16 16:16,12/18/15 9:43,26382948,1345530348,0,51,922,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002960/SRR3031845,SRX1490952,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067557,PRJNA306424,2,306424,SRS1212537,SAMN04350000,simple,4932,Saccharomyces cerevisiae,GSM1974987,,,,,,,no,,,,,GEO,SRA320689,,public,DCA0EC41A95DFF15793F2C42BE82D47B,A9BD37051AACFFFE641D78699829E69F,FALSE,,,
